ubicageo_f,nombre1,sexo_i,edades,totalca1,gdoestud_k,estagrad_e,institsp_c,antigu_a,antigu_b,puebindi_j,fdesigna_m
20435,CUERPO DE TOPILES ADSCRITO DIRECTAMENTE A LA SINDICATURA MUNICIPAL,1,50,2000,2,2,23,7,1,10,5
20436,CUERPO DE POLICIAS ADSCRITO A LA COMANDANCIA DE LA SINDICATURA MUNICIPAL,2,34,3900,3,3,22,9,1,11,2
20437,CUERPO DE TOPILES ADSCRITO DIRECTAMENTE A LA SINDICATURA MUNICIPAL,1,57,NA,3,3,23,5,1,10,5
20438,CUEPRO DE TOPILES ADSCRITO DIRECTAMENTE A LA SINDICATURA MUNICIPAL,1,47,5000,2,3,23,3,1,12,5
20439,DIRECCION DE SEGURIDAD PUBLICA,2,63,11000,2,3,22,1,1,22,1
20440,CUERPO DE TOPILES ADSCRITO DIRECTAMENTE A LA SINDICATURA MUNICIPAL,1,48,5000,3,3,22,3,3,22,5
20441,DIRECCION DE SEGURIDAD PUBLICA,1,45,7000,6,3,18,0,0,22,1
20442,CUERPO DE POLICIAS Y TOPILES ADSCRITOS A LA SINDICATURA MUNICIPAL,1,55,2100,2,3,99,3,1,22,5
20443,TESORERIA MUNICIPAL,1,62,5250,2,3,99,6,1,22,5
20444,SINDICATURA MUNICIPAL,1,59,NA,6,4,22,6,3,11,5
20445,CUERPO DE POLICIAS ADSCRITO A LA SINDICATURA MUNICIPAL,1,54,4500,2,3,22,3,3,11,5
20446,CUERPO DE POLICIAS ADSCRITOS A LA SINDICATURA MUNICIPAL,1,70,3800,3,3,21,40,3,11,5
20447,DIRECCION OPERATIVA DE SEGURIDAD PUBLICA,1,31,12000,4,3,17,9,2,26,3
20448,CUERPO DE TOPILES ADSCRITO DIRECTAMENTE A LA SINDICATURA MUNICIPAL,1,44,3708.47,3,3,23,3,3,22,5
20449,CUERPO DE TOPILES ADSCRITO DIRECTAMENTE A LA SINDICATURA MUNICIPAL,1,61,NA,2,3,23,3,3,22,5
20450,CUERPO DE TOPILES ADSCRITO DIRECTAMENTE A LA SINDICATURA MUNICIPAL,1,49,NA,2,3,23,3,3,11,5
20451,CUERPO DE POLICIAS COMUNITARIOS ADSCRITOS A LA SINDICATURA MUNICIPAL,2,60,4500,4,3,23,3,3,11,9
20452,CUERPO DE TOPILES ADSCRITOS DIRECTAMENTE A LA REGIDURIA DE VIGILANCIA,1,52,8000,2,3,21,6,3,22,5
20453,CUERPO DE POLICIAS MUNICIPALES ADSCRITOS A LA COMANDANCIA DE LA SINDICATURA MUNICIPAL,1,41,5500,4,3,23,3,1,24,2
20454,CUERPO DE POLICIAS COMUNITARIOS ADSCRITOS DIRECTAMENTE A LA SINDICATURA MUNICIPAL,2,45,NA,2,2,22,2,2,10,5
20455,SINDICATURA MUNICIPAL,1,49,8000,5,3,22,1,1,11,2
20456,CUERPO DE POLICIAS ADSCRITOS DIRECTAMENTE A LA SINDICATURA MUNICIPAL,2,37,10000,3,3,22,1,1,11,3
20457,CUERPO DE POLICIAS COMUNITARIOS ADSCRITOS DIRECTAMENTE A LA SINDICATURA MUNICIPAL,1,45,6000,3,3,22,6,1,22,5
20458,CUERPO DE POLICIAS Y TOPILES ADSCRITOS A LA SINDICATURA MUNICIPAL,1,44,4500,3,3,99,1,1,1,5
20459,COMANDANCIA MUNICIPAL,1,38,3000,3,3,17,2,1,11,2
20460,CUERPO DE POLICIAS COMUNITARIOS ADSCRITOS DIRECTAMENTE A LA ALCALDIA COMUNITARIA,2,35,0,6,2,22,1,1,22,5
20461,DIRECCION DE SEGURIDAD Y ALUMBRADO PUBLICO,1,65,4000,2,2,17,5,2,11,2
20462,DIRECCION DE SEGURIDAD,1,52,8000,5,3,21,3,1,24,2
20463,CUERPO DE POLICIAS COMUNITARIOS ADSCRITOS A LA SINDICATURA MUNICIPAL,1,54,6000,2,3,23,12,3,11,4
20464,SINDICATURA MUNICIPAL,1,60,3000,2,3,6,1,1,24,5
20465,CUERPO DE TOPILES ADSCRITO DIRECTAMENTE A LA SINDICATURA MUNICIPAL,1,62,6000,2,2,18,1,1,10,5
20466,DIRECCION DE SEGURIDAD PUBLICA MUNICIPAL,1,60,10000,4,3,17,6,3,11,2
20467,SINDICATURA DIRECCION DE SEGURIDAD PUBLICA,1,45,12000,6,4,20,25,1,11,2
20468,DIRECCION DE SEGURIDAD PUBLICA MUNICIPAL,1,32,10000,2,3,22,1,1,1,5
20469,DIRECCION DE SEGURIDAD,1,48,10000,4,3,22,18,1,11,2
20470,CUERPO DE TOPILES ADSCRITOS DIRECTAMENTE A LA SINDICATURA MUNICIPAL,1,55,5500,3,3,22,3,1,22,2
20471,CUERPO DE POLICIAS Y TOPILES ADSCRITOS A LA SINDICATURA MUNICIPAL,1,42,3000,3,3,99,3,1,22,5
20472,DIRECCION DE SEGURIDAD PUBLICA,2,38,8000,6,4,21,10,0,22,2
20473,CUERPO DE POLICIAS Y TOPILES ADSCRITOS A LA SINDICATURA MUNICIPAL,1,55,5200,2,3,99,2,1,22,5
20474,DIRECCION DE SEGURIDAD PUBLICA,1,47,6000,6,3,20,20,1,26,2
20475,CUERPO DE POLICIAS ADSCRITO DIRECTAMENTE A LA SINDICATURA MUNICIPAL,1,41,10000,3,3,20,5,1,22,2
20476,SINDICATURA MUNICIPAL,1,52,4500,2,3,3,3,3,11,5
20477,CUERPO DE TOPILES ADSCRITO DIRECTAMENTE A LA SINDICATURA MUNICIPAL,1,55,9000,2,3,22,3,3,26,5
20478,CUERPO DE POLICIAS ADSCRITO DIRECTAMENTE A LA SINDICATURA MUNICIPAL,1,53,NA,2,3,22,3,3,9,5
20479,CUERPO DE TOPILES ADSCRITO DIRECTAMENTE A LA SINDICATURA MUNICIPAL,1,58,1900,2,3,22,20,3,26,5
20480,CUERPO DE TOPILES ADSCRITO DIRECTAMENTE A LA SINDICATURA MUNICIPAL,1,44,6500,2,3,22,4,3,11,5
20481,CUERPO DE POLICIAS ADSCRITO A LA SINDICATURA MUNICIPAL,1,49,4242,3,3,21,10,3,11,5
20482,SEGURIDAD PUBLICA MUNICIPAL,1,47,23311,6,3,11,15,1,26,2
20483,DIRECCION DE SEGURIDAD PUBLICA,1,52,7550,4,3,9,20,1,26,2
20484,DIRECCION DE SEGURIDAD PUBLICA MUNICIPAL,1,26,13000,6,4,22,1,1,11,2
20485,CUERPO DE POLICIAS MUNICIPALES ADSCRITOS DIRECTAMENTE A LA SINDICATURA MUNICIPAL,2,32,13000,3,3,23,3,1,24,8
20486,CUERPO DE POLICIAS COMUNITARIOS ADSCRITOS DIRECTAMENTE A LA SINDICATURA MUNICIPAL,1,38,8000,6,4,22,3,1,11,5
20487,CUERPO DE TOPILES ADSCRITO A LA COMANDANCIA DE LA SINDICATURA MUNICIPAL,1,46,7570.72,2,3,22,6,3,26,5
20488,SINDICATURA MUNICIPAL,1,57,2000,2,3,6,1,1,24,5
20489,CUERPOS DE POLICIAS MUNICIPALES ADSCRITOS DIRECTAMENTE A LA SINDICATURA MUNICIPAL,2,56,10000,2,3,1,10,3,11,2
20490,CUERPO DE TOPILES ADSCRITO DIRECTAMENTE A LA SINDICATURA MUNICIPAL,1,38,7659,2,2,23,3,3,12,5
20491,CUERPO DE TOPILES ADSCRITO DIRECTAMENTE A LA SINDICATURA MUNICIPAL,1,60,5000,2,3,23,3,3,22,5
20492,CUERPO DE POLICIAS COMUNITARIOS ADSCRITO DIRECTAMENTE A LA SINDICATURA MUNICIPAL,1,47,NA,6,4,23,10,3,11,4
20493,CUERPO DE POLICIAS COMUNITARIOS ADSCRITO DIRECTAMENTE A LA SINDICATURA MUNICIPAL,1,56,NA,4,3,23,9,3,11,4
20494,CUERPO DE TOPILES ADSCRITO DIRECTAMENTE A LA SINDICATURA MUNICIPAL,1,63,7500,1,0,22,3,3,11,5
20495,NO APLICA,0,NA,NA,0,0,0,NA,NA,0,0
20496,SECRETARIA MUNICIPAL PROVISIONAL,2,32,5000,4,3,99,1,1,22,5
20497,CUERPO DE POLICIAS MUNICIPALES ADSCRITOS DIRECTAMENTE A LA SINDICATURA MUNICIPAL,1,47,7000,2,3,22,3,3,24,5
20498,CUERPO DE POLICIAS ADSCRITO DIRECTAMENTE A LA SINDICATURA MUNICIPAL,1,59,16000,3,3,22,1,1,1,5
20499,CUERPO DE TOPILES ADSCRITO DIRECTAMENTE A LA SINDICATURA MUNICIPAL,1,42,9000,3,3,22,6,3,11,5
20500,CUERPO DE POLICIAS ADSCRITO A LA SINDICATURA MUNICIPAL,1,61,9000,3,3,21,2,2,11,5
20501,CUERPO DE TOPILES ADSCRITO A LA SINDICATURA MUNICIPAL,1,50,5500,2,2,22,3,3,11,5
20502,CUERPO DE TOPILES COMUNITARIOS ADSCRITOS DIRECTAMENTE A LA SINDICATURA MUNICIPAL,1,55,15000,2,3,22,2,2,10,5
20503,CUERPO DE POLICIAS COMUNITARIOS ADSCRITOS DIRECTAMENTE A LA SINDICATURA MUNICIPAL,1,53,4000,2,3,22,1,1,22,5
20504,CUERPO DE TOPILES ADSCRITOS A LA SINDICATURA MUNICIPAL,1,49,6000,3,3,99,1,1,22,5
20505,DIRECCION DE SEGUIDAD Y VIALIDAD PUBLICA MUNICIPAL,1,46,8000,6,3,21,2,1,22,2
20506,CUERPO DE POLICIAS ADSCRITO DIRECTAMENTE A LA SINDICATURA MUNICIPAL,1,50,2000,3,3,23,6,1,22,5
20507,DIRECCION DE SEGURIDAD PUBLICA,1,41,5000,6,3,21,1,1,26,2
20508,DIRECCION DE SEGURIDAD PUBLICA,1,48,8000,6,3,1,4,1,22,1
20509,CUERPO DE TOPILES ADSCRITO DIRECTAMENTE A LA SINDICATURA MUNICIPAL,1,38,NSS,6,3,99,3,3,22,5
20510,CUERPO DE TOPILES ADSCRITO A LA SINDICATURA MUNICIPAL,1,58,2500,6,4,21,3,3,11,5
20511,CUERPO DE TOPILES ADSCRITO DIRECTAMENTE A LA SINDICATURA MUNICIPAL,1,55,2500,3,3,23,6,3,11,5
20512,CUERPO DE TOPILES ADSCRITO DIRECTAMENTE A LA SINDICATURA MUNICIPAL,1,66,5000,2,3,23,9,3,22,4
20513,DIRECCION DE SEGURIDAD PUBLICA MUNICIPAL,1,43,7000,5,4,17,12,1,12,2
20514,CUERPO DE POLICIAS COMUNITARIOS ADSCRITOS DIRECTAMENTE A LA SINDICATURA MUNICIPAL,1,49,2000,2,3,22,1,1,22,5
20515,DIRECCION DE SEGURIDAD PUBLICA,1,50,10500,6,4,21,1,1,22,2
20516,CUERPO DE TOPILES ADSCRITO DIRECTAMENTE A LA SINDICATURA MUNICIPAL,1,50,10000,2,3,22,3,3,22,5
20517,CUERPO DE TOPILES ADSCRITO DIRECTAMENTE A LA SINDICATURA MUNICIPAL,1,48,NA,3,3,23,7,1,10,5
20518,CUERPO DE TOPILES ADSCRITO DIRECTAMENTE A LA SINDICATURA MUNICIPAL,2,58,0,2,3,22,3,1,26,5
20519,DIRECCION DE SEGURIDAD PUBLICA,1,52,12000,3,3,22,6,2,26,5
20520,COMANDANCIA MUNICIPAL,1,67,15000,3,3,22,4,4,11,1
20521,CUERPO DE TOPILES ADSCRITO DIRECTAMENTE A LA SINDICATURA MUNICIPAL,1,51,2500,6,4,22,18,3,11,5
20522,CUERPO DE POLICIAS COMUNITARIOS ADSCRITOS DIRECTAMENTE A LA SINDICATURA MUNICIPAL,1,53,4519,2,2,22,1,1,22,5
20523,CUERPO DE POLICIAS COMUNITARIOS ADSCRITOS A LA SINDICATURA MUNICIPAL,1,63,7000,6,4,20,6,3,11,2
20524,SINDICATURA MUNICIPAL,1,52,3000,2,3,13,6,1,11,5
20525,TESORERIA MUNICIPAL,1,42,11000,4,2,22,1,1,23,1
20526,DIRECCION DE SEGURIDAD PUBLICA,1,50,10000,4,3,18,10,3,26,2
20527,CUERPO DE POLICIAS ADSCRITO DIRECTAMENTE A LA SINDICATURA MUNICIPAL,1,53,5000,2,3,13,3,3,9,5
20528,SINDICATURA MUNICIPAL,1,54,7000,3,3,17,6,3,11,5
20529,CUERPO DE POLICIAS ADSCRITO A LA SINDICATURA MUNICIPAL,1,48,7500,2,3,22,3,3,11,5
20530,CUERPO DE POLICIAS ADSCRITOS A LA SINDICATURA MUNICIPAL,1,55,10254,3,2,99,9,3,22,8
20531,REGIDURIA DE SEGURIDAD VIALIDAD Y PROTECCION CIVIL,1,54,NA,3,3,22,3,3,22,5
20532,REGIDURIA DE SEGURIDAD PUBLICA,1,43,5450,3,3,22,3,3,11,5
20533,REGIDURIA DE POLICIA,1,59,9000,2,2,22,3,3,22,5
20534,CUERPO DE TOPILES ADSCRITO DIRECTAMENTE A LA SINDICATURA MUNICIPAL,1,52,10000,2,3,23,3,3,22,5
20535,CUERPO DE TOPILES ADSCRITO DIRECTAMENTE A LA SINDICATURA MUNICIPAL,1,52,1500,2,3,22,3,3,22,5
20536,CUERPO DE TOPILES ADSCRITO DIRECTAMENTE A LA SINDICATURA MUNICIPAL,1,40,2700,2,3,22,15,3,11,5
20537,DIRECCION DE SEGURIDAD PUBLICA,1,40,9000,6,3,21,1,1,11,2
20538,COMISION DE SEGURIDAD PUBLICA COORDINADA POR LA SINDICATURA MUNICIPAL,2,49,6000,2,3,22,3,3,26,5
20539,DIRECCION DE POLICIAS,1,41,6000,4,3,22,7,1,26,2
20540,DIRECCION DE SEGURIDAD PUBLICA,1,66,10800,6,4,22,23,1,11,8
20541,CUERPO DE POLICIAS Y TOPILES ADSCRITOS A LA SINDICATURA MUNICIPAL,1,50,5000,2,2,99,6,1,22,5
20542,COMISION DE SEGURIDAD PUBLICA COORDINADA POR LA PRESIDENCIA MUNICIPAL Y LA ALCALDIA UNICA CONSTITUCIONAL,1,55,6000,2,3,23,6,3,26,3
20543,DIRECCION DE SEGURIDAD PUBLICA,1,51,9000,2,3,1,10,3,24,2
20544,CUERPO DE POLICIAS Y TOPILES ADSCRITOS A LA SINDICATURA MUNICIPAL,1,40,6200,3,3,99,2,2,22,5
20545,SINDICATURA MUNICIPAL,2,37,14000,6,4,23,1,1,26,8
20546,CUERPO DE TOPILES MUNICIPALES ADSCRITOS DIRECTAMENTE A LA SINDICATURA MUNICIPAL,1,63,6500,2,3,21,3,1,22,5
20547,CUERPO DE TOPILES ADSCRITO DIRECTAMENTE A LA SINDICATURA MUNICIPAL,1,57,6000,6,3,22,3,3,26,5
20548,REGIDURIA DE SEGURIDAD PUBLICA,1,48,11000,2,3,12,1,1,24,5
20549,DIRECCION DE SEGURIDAD PUBLICA,1,34,16000,6,3,3,14,1,11,2
20550,DIRECCION DE SEGURIDAD,1,65,11000,2,3,21,3,3,22,5
20551,DIRECCION DE SEGURIDAD PUBLICA,1,58,12000,4,3,19,4,4,22,6
20552,SINDICATURA MUNICIPAL,1,60,2500,2,3,6,1,1,24,5
20553,CUERPO DE TOPILES ADSCRITO A LA REGIDURIA DE SEGURIDAD DE LA SINDICATURA MUNICIPAL,1,54,10000,2,3,22,2,2,22,5
20554,CUERPO DE POLICIAS COMUNITARIOS ADSCRITOS DIRECTAMENTE A LA SINDICATURA MUNICIPAL,1,54,NA,2,3,22,3,1,10,5
20555,CUERPO DE POLICIAS ADSCRITOS DIRECTAMENTE A LA SINDICATURA MUNICIPAL,2,29,NA,6,3,4,4,1,22,1
20556,SINDICATURA MUNICIPAL,2,38,4500,6,3,6,6,1,24,5
20557,COORDINACION DE SEGURIDAD PUBLICA MUNICIPAL,1,49,8400,6,2,2,15,1,22,1
20558,SINDICATURA MUNICIPAL,2,34,1500,6,4,23,1,1,24,8
20559,DIRECCION DE SEGURIDAD PUBLICA,1,65,8600,4,3,1,1,1,26,2
20560,CUERPO DE POLICIAS ADSCRITO DIRECTAMENTE A LA SINDICATURA MUNICIPAL,1,45,10000,2,3,23,6,1,22,5
20561,CUERPO DE POLICIAS ADSCRITOS DIRECTAMENTE A LA SINDICATURA MUNICIPAL,1,40,14000,2,3,99,3,3,22,8
20562,CUERPO DE POLICIAS COMUNITARIOS ADSCRITOS A LA SINDICATURA MUNICIPAL,2,53,7500,3,3,23,3,3,11,5
20563,CUERPO DE TOPILES ADSCRITO DIRECTAMENTE A LA SINDICATURA MUNICIPAL,1,45,7500,2,2,23,6,3,26,3
20564,CUERPO DE POLICIAS COMUNITARIOS ADSCRITOS A LA SINDICATURA MUNICIPAL,1,48,4000,3,3,23,9,3,11,4
20565,DIRECCION DE SEGURIDAD PUBLICA MUNICIPAL,1,51,24000,5,4,1,31,1,26,2
20566,CUERPO DE TOPILES ADSCRITO DIRECTAMENTE,1,46,3500,3,3,23,3,3,11,5
20567,CUERPO DE POLICIAS ADSCRITO A LA SINDICATURA MUNICIPAL,2,55,10000,2,3,21,1,1,11,2
20568,SINDICATURA MUNICIPAL,1,38,7500,3,3,13,4,3,11,5
20569,CUERPO DE TOPILES ADSCRITO A LA COMANDANCIA DE LA SINDICATURA MUNICIPAL,1,58,4000,2,3,22,6,3,11,5
20570,DIRECCION DE SEGURIDAD PUBLICA Y VIALIDAD,1,46,15000,6,3,99,5,1,26,3
21001,DIRECCION DE SEGURIDAD CIUDADANA,1,26,14000,6,2,21,2,1,26,1
21002,SEGURIDAD PUBLICA MUNICIPAL DEL MUNICIPIO DE ACATENO,1,40,14000,4,3,18,10,1,26,8
21003,DIRECCION DE SEGURIDAD PUBLICA,1,34,9000,4,3,99,15,1,99,3
21004,SECRETARIA DE SEGURIDAD PUBLICA,1,52,22000,4,3,2,1,1,26,3
21005,DIRECCION DE SEGURIDAD PUBLICA,1,43,8800,3,3,18,8,1,26,2
21006,DIRECCION DE SEGURIDAD PUBLICA,1,41,15000,5,4,3,17,1,12,3
21007,SEGURIDAD PUBLICA,1,53,7068,4,3,3,9,9,26,5
21008,SEGURIDAD PUBLICA MUNICIPAL,3,NA,NA,0,0,0,NA,NA,0,0
21009,POLICIA PREVENTIVO DEL MUNICIPIO DE AHUEHUETITLA,1,32,12000,6,1,9,11,1,26,2
21010,SEGURIDAD PUBLICA,1,34,14000,9,9,99,1,1,26,3
21011,DIRECCION DE SEGURIDAD PUBLICA,1,58,6000,2,3,17,4,1,26,2
21012,DIRECCION DE SEGURIDAD PUBLICA,1,36,4969,3,3,21,1,1,26,2
21013,SEGURIDAD PUBLICA,1,54,18000,6,4,1,32,1,26,2
21014,DIRECCION DE SEGURIDAD PUBLICA,1,45,9000,3,3,17,12,1,18,2
21015,COMISARIA DE SEGURIDAD PUBLICA TRANSITO MUNICIPAL PROTECCION CIVIL Y BOMBEROS DEL MUNICIPIO DE AMOZOC,3,NA,NA,0,0,0,NA,NA,0,0
21016,DIRECCION DE SEGURIDAD PUBLICA MUNICIPAL,1,48,15969,6,1,1,26,1,26,1
21017,SECRETARIA DE SEGURIDAD PUBLICA TRANSITO Y PROTECCION CIVIL,1,53,17000,6,4,3,4,4,26,2
21018,SEGURIDAD PUBLICA,1,42,10000,5,3,1,24,1,26,2
21019,DIRECCION DE SEGURIDAD PUBLICA,1,49,36300,6,4,20,13,1,26,1
21020,SEGURIDAD PUBLICA MUNICIPAL,1,46,12343,4,3,17,9,1,26,2
21021,DIRECCION DE SEGURIDAD PUBLICA,1,46,6000,6,4,10,10,1,26,2
21022,DIRECCION DE SEGURIDAD PUBLICA MUNICIPAL,1,37,20000,6,4,18,4,1,26,1
21023,SEGURIDAD PUBLICA,1,50,9000,3,2,22,1,1,26,2
21024,DIRECCION DE SEGURIDAD PUBLICA,1,34,8500,4,3,22,1,1,26,3
21025,DIRECCION DE SEGURIDAD PUBLICA,1,35,14000,6,4,13,10,0,26,1
21026,DIRECCION DE SEGURIDAD PUBLICA,2,31,14087,3,3,23,1,1,26,2
21027,SEGURIDAD PUBLICA Y PROTECCION CIVIL,1,38,16000,5,3,22,1,1,12,8
21028,DIRECCION DE SEGURIDAD PUBLICA MUNICIPAL,1,30,10000,3,3,17,10,1,18,1
21029,DIRECCION DE SEGURIDAD PUBLICA,1,28,5000,6,3,23,0,0,18,3
21030,DIRECCION DE SEGURIDAD PUBLICA,2,28,8000,6,3,17,6,2,18,1
21031,DIRECCION DE SEGURIDAD PUBLICA,1,43,7500,4,3,21,1,1,26,2
21032,REGIDURIA DE GOBERNACION JUSTICIA Y PROTECCION CIVIL,2,39,9000,3,3,22,1,1,26,3
21033,DIRECCION DE SEGURIDAD PUBLICA MUNICIPAL,1,29,15000,6,2,21,1,1,26,2
21034,COMISARIA DE SEGURIDAD PUBLICA Y VIALIDAD MUNICIPAL,1,43,19809.16,4,3,11,4,1,26,1
21035,REGIDURIA DE GOBERNACION JUSTICIA SEGURIDAD PUBLICA Y PROTECCION CIVIL,2,27,26168,4,3,22,1,1,26,1
21036,SEGURIDAD PUBLICA MUNICIPAL,1,44,14000,4,3,17,1,1,26,1
21037,SEGURIDAD PUBLICA MUNICIPAL,1,30,11500,4,2,17,4,1,24,2
21038,DIRECCION DE SEGURIDAD PUBLICA Y TRANSITO,1,62,18157,4,3,17,30,1,26,4
21039,DIRECCION DE SEGURIDAD PUBLICA,1,32,15969,6,3,3,10,1,26,4
21040,SEGURIDAD PUBLICA,1,35,20795.88,4,3,9,8,1,26,2
21041,SECRETARIA DE SEGURIDAD PUBLICA,1,45,22344.54,6,4,9,23,1,26,2
21042,SEGURIDAD PUBLICA MUNICIPAL,1,47,8400,3,3,17,10,2,26,2
21043,SECRETARIA DE SEGURIDAD PUBLICA MUNICIPAL,1,61,28000,7,3,1,15,4,26,2
21044,DIRECCION DE SEGURIDAD PUBLICA,1,32,16000,6,3,1,4,1,26,2
21045,SEGURIDAD PUBLICA MUNICIPAL,1,34,30000,6,3,3,1,1,26,2
21046,DIRECCION DE SEGURIDAD PUBLICA Y TRANSITO MUNICIPAL,1,42,11000,6,4,17,11,0,26,2
21047,DIRECCION DE SEGURIDAD PUBLICA MUNICIPAL,1,32,16000,6,4,9,12,0,26,4
21048,DIRECCION DE SEGURIDAD PUBLICA,1,29,17000,4,3,20,9,0,26,2
21049,DIRECCION DE SEGURIDAD PUBLICA MUNICIPAL,1,46,21050.08,3,3,1,19,0,26,2
21050,SEGURIDAD PUBLICA,1,51,13236,4,3,17,4,1,26,1
21051,DIRECCION DE SEGURIDAD PUBLICA,1,48,18000,4,3,17,5,1,26,1
21052,SEGURIDAD PUBLICA,2,38,6200,4,3,22,1,1,11,3
21053,SECRETARIA DE SEGURIDAD PUBLICA,1,64,19000,4,3,3,5,0,26,2
21054,SECRETARIA DE SEGURIDAD PUBLICA Y PROTECCION CIUDADANA,1,39,16000,6,4,20,18,1,12,3
21055,DIRECCION DE SEGURIDAD PUBLICA MUNICIPAL,1,32,6000,7,3,9,3,1,26,1
21056,DIRECCION DE SEGURIDAD PUBLICA MUNICIPAL,1,28,7500,3,3,22,1,1,26,2
21057,DIRECCION DE SEGURIDAD PUBLICA,1,52,16000,3,3,18,10,1,26,1
21058,DIRECCION DE SEGURIDAD PUBLICA,1,27,20000,4,3,21,1,1,26,2
21059,DIRECCION DE SEGURIDAD PUBLICA,1,68,8673.36,2,3,18,6,1,26,2
21060,DIRECCION DE SEGURIDAD PUBLICA,1,30,13000,6,3,17,10,1,26,1
21061,DIRECCION DE SEGURIDAD PUBLICA,1,35,16000,6,3,14,4,1,26,1
21062,DIRECCION DE SEGURIDAD PUBLICA MUNICIPAL DE EPATLAN,1,38,10000,4,3,17,1,1,26,1
21063,DIRECCION DE SEGURIDAD PUBLICA,1,24,10000,6,4,23,1,1,26,2
21064,DIRECCION DE SEGURIDAD PUBLICA,1,45,11000,6,4,20,1,1,26,2
21065,DIRECCION DE SEGURIDAD PUBLICA Y PROTECCION CIVIL,1,37,10000,2,3,22,0,0,26,3
21066,DIRECCION DE SEGURIDAD PUBLICA,1,42,18700,3,3,18,5,1,26,2
21067,SEGURIDAD PUBLICA,1,45,25000,4,1,15,20,1,26,2
21068,DIRECCION DE SEGURIDAD PUBLICA,1,42,13450,4,3,17,22,1,18,2
21069,DIRECCION DE SEGURIDAD PUBLICA,1,52,20000,4,3,18,23,1,26,4
21070,DIRECCION DE SEGURIDAD PUBLICA,3,NA,NA,0,0,0,NA,NA,0,0
21071,DIRECCION DE OPERACION POLICIAL,1,46,35200,4,3,17,3,1,26,1
21072,DIRECCION DE SEGURIDAD PUBLICA,1,45,12000,6,1,17,28,0,26,2
21073,DIRECCION DE SEGURIDAD PUBLICA MUNICIPAL,1,30,10000,6,4,20,1,1,26,1
21074,SECRETARIA DE SEGURIDAD PUBLICA TRANSITO Y PROTECCION CIVIL,1,51,0,6,4,10,33,3,26,6
21075,DIRECCION DE SEGURIDAD PUBLICA,1,36,12000,4,3,17,7,1,12,6
21076,GOBERNACION SEGURIDAD PUBLICA Y TRANSITO MUNICIPAL,1,38,15000,6,4,21,1,1,26,3
21077,DIRECCION DE SEGURIDAD PUBLICA,1,38,10000,4,3,21,4,1,18,6
21078,DIRECCION DE SEGURIDAD PUBLICA MUNICIPAL,1,45,20000,6,4,20,15,1,12,2
21079,DIRECCION DE SEGURIDAD PUBLICA,1,45,9000,3,3,1,26,1,11,1
21080,SEGURIDAD PUBLICA MUNICIPAL,1,54,8000,2,3,17,1,1,18,1
21081,DIRECCION DE SEGURIDAD PUBLICA,1,49,6100,4,3,20,3,3,26,4
21082,DIRECCION DE SEGURIDAD PUBLICA MUNICIPAL,1,45,12000,6,4,18,5,1,26,2
21083,DIRECCION DE SEGURIDAD PUBLICA,1,25,14473.32,4,3,17,4,0,26,2
21084,SEGURIDAD PUBLICA,1,22,8000,4,3,22,3,1,18,1
21085,DIRECCION DE SEGURIDAD PUBLICA,1,38,30608,6,4,21,10,1,26,2
21086,DIRECCION DE SEGURIDAD PUBLICA,1,41,10000,3,3,20,4,1,26,1
21087,DIRECCION DE SEGURIDAD PUBLICA,1,51,11000,2,3,99,1,1,26,2
21088,DIRECCION DE SEGURIDAD PUBLICA,1,35,12000,3,3,1,1,1,12,3
21089,DIRECCION DE SEGURIDAD PUBLICA,1,46,10865.02,6,3,21,1,1,26,2
21090,COMISARIA DE SEGURIDAD PUBLICA,2,34,18000,6,4,17,7,1,26,2
21091,SECRETARIA DE SEGURIDAD CIUDADANA,1,57,15994.3,5,3,9,15,1,26,1
21092,DIRECCION DE SEGURIDAD PUBLICA,1,34,10000,6,3,17,1,1,26,2
21093,DIRECCION DE SEGURIDAD PUBLICA MUNICIPAL,1,32,15000,3,3,3,7,1,26,2
21094,DIRECCION DE POLICIA MUNICIPAL,1,49,17000,4,3,17,6,1,26,1
21095,SEGURIDAD PUBLICA MUNICIPAL,2,35,10000,4,3,6,1,1,11,2
21096,DIRECCION DE SEGURIDAD PUBLICA,1,43,7000,3,3,20,4,1,26,2
21097,SEGURIDAD PUBLICA,2,35,8600,3,3,21,1,1,26,1
21098,DIRECCION DE SEGURIDAD PUBLICA,2,25,17265.92,6,3,21,1,1,26,2
21099,SECRETARIA DE GOBERNACION Y SEGURIDAD PUBLICA,1,30,17000,3,3,99,1,1,26,2
21100,DIRECCION DE SEGURIDAD PUBLICA,2,24,11000,6,3,21,1,1,12,2
21101,DIRECCION DE SEGURIDAD PUBLICA,1,38,10000,6,3,9,10,1,18,9
21102,DIRECCION DE SEGURIDAD PUBLICA,1,58,7000,3,3,1,32,1,26,2
21103,SEGURIDAD PUBLICA MUNICIPAL,1,29,12000,4,3,19,1,1,26,1
21104,DIRECCION DE SEGURIDAD PUBLICA MUNICIPAL,2,34,13935,4,3,9,12,1,26,6
21105,DIRECCION DE SEGURIDAD PUBLICA MUNICIPAL,1,34,11000,3,3,6,3,1,26,2
21106,SECRETARIA DE SEGURIDAD PUBLICA Y TRANSITO MUNICIPAL,1,48,30000,6,4,19,30,1,26,2
21107,DIRECCION DE SEGURIDAD PUBLICA,3,NA,NA,0,0,0,NA,NA,0,0
